ID,Station,DateTimeET,Parameter,Depth_m,FinalResult,Units,Probe_Type,UniqueID,DataSource,DataSourceID,ImportDate
1067,LP2,2025-06-16T09:03:00Z,Blue Green Algae RFU,2.961,0.15,RFU,YSI_EXO2,LP2_2025-06-16 09:03_2.961_BGA-PC-RFU_4,LongPond_profiles_2025.xlsx_2025-06-lp2,57,2025-08-08
1068,LP2,2025-06-16T09:03:00Z,Blue Green Algae,2.961,0.18,ug/L,YSI_EXO2,LP2_2025-06-16 09:03_2.961_BGA-PC_4,LongPond_profiles_2025.xlsx_2025-06-lp2,58,2025-08-08
1069,LP2,2025-06-16T09:03:00Z,Chlorophyll RFU,2.961,0.68,RFU,YSI_EXO2,LP2_2025-06-16 09:03_2.961_Chl-RFU_4,LongPond_profiles_2025.xlsx_2025-06-lp2,59,2025-08-08
1070,LP2,2025-06-16T09:03:00Z,Chlorophyll,2.961,2.65,ug/L,YSI_EXO2,LP2_2025-06-16 09:03_2.961_Chl_4,LongPond_profiles_2025.xlsx_2025-06-lp2,60,2025-08-08
1071,LP2,2025-06-16T09:04:00Z,Water Temperature,3.455,19.407,Deg-C,YSI_EXO2,LP2_2025-06-16 09:04_3.455_TWA-C_4,LongPond_profiles_2025.xlsx_2025-06-lp2,61,2025-08-08
1072,LP2,2025-06-16T09:04:00Z,Oxygen Saturation,3.455,105.9,%,YSI_EXO2,LP2_2025-06-16 09:04_3.455_LDOs_4,LongPond_profiles_2025.xlsx_2025-06-lp2,62,2025-08-08
1073,LP2,2025-06-16T09:04:00Z,Dissolved Oxygen,3.455,9.74,mg/L,YSI_EXO2,LP2_2025-06-16 09:04_3.455_LDOd_4,LongPond_profiles_2025.xlsx_2025-06-lp2,63,2025-08-08
1074,LP2,2025-06-16T09:04:00Z,Specific Conductance,3.455,138.6,uS/cm,YSI_EXO2,LP2_2025-06-16 09:04_3.455_SPCD_4,LongPond_profiles_2025.xlsx_2025-06-lp2,64,2025-08-08
1075,LP2,2025-06-16T09:04:00Z,pH,3.455,6.86,pH,YSI_EXO2,LP2_2025-06-16 09:04_3.455_pH_4,LongPond_profiles_2025.xlsx_2025-06-lp2,65,2025-08-08
1076,LP2,2025-06-16T09:04:00Z,Turbidity FNU,3.455,0.63,FNU,YSI_EXO2,LP2_2025-06-16 09:04_3.455_TUR-FNU_4,LongPond_profiles_2025.xlsx_2025-06-lp2,66,2025-08-08
1077,LP2,2025-06-16T09:04:00Z,Blue Green Algae RFU,3.455,0.15,RFU,YSI_EXO2,LP2_2025-06-16 09:04_3.455_BGA-PC-RFU_4,LongPond_profiles_2025.xlsx_2025-06-lp2,67,2025-08-08
1078,LP2,2025-06-16T09:04:00Z,Blue Green Algae,3.455,0.18,ug/L,YSI_EXO2,LP2_2025-06-16 09:04_3.455_BGA-PC_4,LongPond_profiles_2025.xlsx_2025-06-lp2,68,2025-08-08
1079,LP2,2025-06-16T09:04:00Z,Chlorophyll RFU,3.455,0.71,RFU,YSI_EXO2,LP2_2025-06-16 09:04_3.455_Chl-RFU_4,LongPond_profiles_2025.xlsx_2025-06-lp2,69,2025-08-08
1080,LP2,2025-06-16T09:04:00Z,Chlorophyll,3.455,2.8,ug/L,YSI_EXO2,LP2_2025-06-16 09:04_3.455_Chl_4,LongPond_profiles_2025.xlsx_2025-06-lp2,70,2025-08-08
1081,LP2,2025-06-16T09:05:00Z,Water Temperature,4.007,18.244,Deg-C,YSI_EXO2,LP2_2025-06-16 09:05_4.007_TWA-C_4,LongPond_profiles_2025.xlsx_2025-06-lp2,71,2025-08-08
1082,LP2,2025-06-16T09:05:00Z,Oxygen Saturation,4.007,102,%,YSI_EXO2,LP2_2025-06-16 09:05_4.007_LDOs_4,LongPond_profiles_2025.xlsx_2025-06-lp2,72,2025-08-08
1083,LP2,2025-06-16T09:05:00Z,Dissolved Oxygen,4.007,9.61,mg/L,YSI_EXO2,LP2_2025-06-16 09:05_4.007_LDOd_4,LongPond_profiles_2025.xlsx_2025-06-lp2,73,2025-08-08
1084,LP2,2025-06-16T09:05:00Z,Specific Conductance,4.007,139.3,uS/cm,YSI_EXO2,LP2_2025-06-16 09:05_4.007_SPCD_4,LongPond_profiles_2025.xlsx_2025-06-lp2,74,2025-08-08
1085,LP2,2025-06-16T09:05:00Z,pH,4.007,6.82,pH,YSI_EXO2,LP2_2025-06-16 09:05_4.007_pH_4,LongPond_profiles_2025.xlsx_2025-06-lp2,75,2025-08-08
1086,LP2,2025-06-16T09:05:00Z,Turbidity FNU,4.007,0.66,FNU,YSI_EXO2,LP2_2025-06-16 09:05_4.007_TUR-FNU_4,LongPond_profiles_2025.xlsx_2025-06-lp2,76,2025-08-08
1087,LP2,2025-06-16T09:05:00Z,Blue Green Algae RFU,4.007,0.16,RFU,YSI_EXO2,LP2_2025-06-16 09:05_4.007_BGA-PC-RFU_4,LongPond_profiles_2025.xlsx_2025-06-lp2,77,2025-08-08
1088,LP2,2025-06-16T09:05:00Z,Blue Green Algae,4.007,0.19,ug/L,YSI_EXO2,LP2_2025-06-16 09:05_4.007_BGA-PC_4,LongPond_profiles_2025.xlsx_2025-06-lp2,78,2025-08-08
1089,LP2,2025-06-16T09:05:00Z,Chlorophyll RFU,4.007,0.76,RFU,YSI_EXO2,LP2_2025-06-16 09:05_4.007_Chl-RFU_4,LongPond_profiles_2025.xlsx_2025-06-lp2,79,2025-08-08
1090,LP2,2025-06-16T09:05:00Z,Chlorophyll,4.007,2.97,ug/L,YSI_EXO2,LP2_2025-06-16 09:05_4.007_Chl_4,LongPond_profiles_2025.xlsx_2025-06-lp2,80,2025-08-08
1091,LP2,2025-06-16T09:07:00Z,Water Temperature,4.488,17.609,Deg-C,YSI_EXO2,LP2_2025-06-16 09:07_4.488_TWA-C_4,LongPond_profiles_2025.xlsx_2025-06-lp2,81,2025-08-08
1092,LP2,2025-06-16T09:07:00Z,Oxygen Saturation,4.488,98.2,%,YSI_EXO2,LP2_2025-06-16 09:07_4.488_LDOs_4,LongPond_profiles_2025.xlsx_2025-06-lp2,82,2025-08-08
1093,LP2,2025-06-16T09:07:00Z,Dissolved Oxygen,4.488,9.37,mg/L,YSI_EXO2,LP2_2025-06-16 09:07_4.488_LDOd_4,LongPond_profiles_2025.xlsx_2025-06-lp2,83,2025-08-08
1094,LP2,2025-06-16T09:07:00Z,Specific Conductance,4.488,139.8,uS/cm,YSI_EXO2,LP2_2025-06-16 09:07_4.488_SPCD_4,LongPond_profiles_2025.xlsx_2025-06-lp2,84,2025-08-08
1095,LP2,2025-06-16T09:07:00Z,pH,4.488,6.62,pH,YSI_EXO2,LP2_2025-06-16 09:07_4.488_pH_4,LongPond_profiles_2025.xlsx_2025-06-lp2,85,2025-08-08
1096,LP2,2025-06-16T09:07:00Z,Turbidity FNU,4.488,0.69,FNU,YSI_EXO2,LP2_2025-06-16 09:07_4.488_TUR-FNU_4,LongPond_profiles_2025.xlsx_2025-06-lp2,86,2025-08-08
1097,LP2,2025-06-16T09:07:00Z,Blue Green Algae RFU,4.488,0.2,RFU,YSI_EXO2,LP2_2025-06-16 09:07_4.488_BGA-PC-RFU_4,LongPond_profiles_2025.xlsx_2025-06-lp2,87,2025-08-08
1098,LP2,2025-06-16T09:07:00Z,Blue Green Algae,4.488,0.23,ug/L,YSI_EXO2,LP2_2025-06-16 09:07_4.488_BGA-PC_4,LongPond_profiles_2025.xlsx_2025-06-lp2,88,2025-08-08
1099,LP2,2025-06-16T09:07:00Z,Chlorophyll RFU,4.488,0.84,RFU,YSI_EXO2,LP2_2025-06-16 09:07_4.488_Chl-RFU_4,LongPond_profiles_2025.xlsx_2025-06-lp2,89,2025-08-08
1100,LP2,2025-06-16T09:07:00Z,Chlorophyll,4.488,3.29,ug/L,YSI_EXO2,LP2_2025-06-16 09:07_4.488_Chl_4,LongPond_profiles_2025.xlsx_2025-06-lp2,90,2025-08-08
1101,LP3,2025-06-16T08:42:00Z,Water Temperature,0.508,20.261,Deg-C,YSI_EXO2,LP3_2025-06-16 08:42_0.508_TWA-C_4,LongPond_profiles_2025.xlsx_2025-06-lp3,1,2025-08-08
1102,LP3,2025-06-16T08:42:00Z,Oxygen Saturation,0.508,101.1,%,YSI_EXO2,LP3_2025-06-16 08:42_0.508_LDOs_4,LongPond_profiles_2025.xlsx_2025-06-lp3,2,2025-08-08
1103,LP3,2025-06-16T08:42:00Z,Dissolved Oxygen,0.508,9.14,mg/L,YSI_EXO2,LP3_2025-06-16 08:42_0.508_LDOd_4,LongPond_profiles_2025.xlsx_2025-06-lp3,3,2025-08-08
1104,LP3,2025-06-16T08:42:00Z,Specific Conductance,0.508,136.9,uS/cm,YSI_EXO2,LP3_2025-06-16 08:42_0.508_SPCD_4,LongPond_profiles_2025.xlsx_2025-06-lp3,4,2025-08-08
1105,LP3,2025-06-16T08:42:00Z,pH,0.508,6.72,pH,YSI_EXO2,LP3_2025-06-16 08:42_0.508_pH_4,LongPond_profiles_2025.xlsx_2025-06-lp3,5,2025-08-08
1106,LP3,2025-06-16T08:42:00Z,Turbidity FNU,0.508,0.67,FNU,YSI_EXO2,LP3_2025-06-16 08:42_0.508_TUR-FNU_4,LongPond_profiles_2025.xlsx_2025-06-lp3,6,2025-08-08
1107,LP3,2025-06-16T08:42:00Z,Blue Green Algae RFU,0.508,0.09,RFU,YSI_EXO2,LP3_2025-06-16 08:42_0.508_BGA-PC-RFU_4,LongPond_profiles_2025.xlsx_2025-06-lp3,7,2025-08-08
1108,LP3,2025-06-16T08:42:00Z,Blue Green Algae,0.508,0.12,ug/L,YSI_EXO2,LP3_2025-06-16 08:42_0.508_BGA-PC_4,LongPond_profiles_2025.xlsx_2025-06-lp3,8,2025-08-08
1109,LP3,2025-06-16T08:42:00Z,Chlorophyll RFU,0.508,0.66,RFU,YSI_EXO2,LP3_2025-06-16 08:42_0.508_Chl-RFU_4,LongPond_profiles_2025.xlsx_2025-06-lp3,9,2025-08-08
1110,LP3,2025-06-16T08:42:00Z,Chlorophyll,0.508,2.59,ug/L,YSI_EXO2,LP3_2025-06-16 08:42_0.508_Chl_4,LongPond_profiles_2025.xlsx_2025-06-lp3,10,2025-08-08
1111,LP3,2025-06-16T08:43:00Z,Water Temperature,1.473,20.158,Deg-C,YSI_EXO2,LP3_2025-06-16 08:43_1.473_TWA-C_4,LongPond_profiles_2025.xlsx_2025-06-lp3,11,2025-08-08
1112,LP3,2025-06-16T08:43:00Z,Water Temperature,1.043,20.192,Deg-C,YSI_EXO2,LP3_2025-06-16 08:43_1.043_TWA-C_4,LongPond_profiles_2025.xlsx_2025-06-lp3,12,2025-08-08
1113,LP3,2025-06-16T08:43:00Z,Oxygen Saturation,1.473,101.4,%,YSI_EXO2,LP3_2025-06-16 08:43_1.473_LDOs_4,LongPond_profiles_2025.xlsx_2025-06-lp3,13,2025-08-08
1114,LP3,2025-06-16T08:43:00Z,Oxygen Saturation,1.043,101.2,%,YSI_EXO2,LP3_2025-06-16 08:43_1.043_LDOs_4,LongPond_profiles_2025.xlsx_2025-06-lp3,14,2025-08-08
1115,LP3,2025-06-16T08:43:00Z,Dissolved Oxygen,1.473,9.18,mg/L,YSI_EXO2,LP3_2025-06-16 08:43_1.473_LDOd_4,LongPond_profiles_2025.xlsx_2025-06-lp3,15,2025-08-08
1116,LP3,2025-06-16T08:43:00Z,Dissolved Oxygen,1.043,9.16,mg/L,YSI_EXO2,LP3_2025-06-16 08:43_1.043_LDOd_4,LongPond_profiles_2025.xlsx_2025-06-lp3,16,2025-08-08
1117,LP3,2025-06-16T08:43:00Z,Specific Conductance,1.473,136.8,uS/cm,YSI_EXO2,LP3_2025-06-16 08:43_1.473_SPCD_4,LongPond_profiles_2025.xlsx_2025-06-lp3,17,2025-08-08
1118,LP3,2025-06-16T08:43:00Z,Specific Conductance,1.043,136.7,uS/cm,YSI_EXO2,LP3_2025-06-16 08:43_1.043_SPCD_4,LongPond_profiles_2025.xlsx_2025-06-lp3,18,2025-08-08
1119,LP3,2025-06-16T08:43:00Z,pH,1.473,6.93,pH,YSI_EXO2,LP3_2025-06-16 08:43_1.473_pH_4,LongPond_profiles_2025.xlsx_2025-06-lp3,19,2025-08-08
1120,LP3,2025-06-16T08:43:00Z,pH,1.043,6.84,pH,YSI_EXO2,LP3_2025-06-16 08:43_1.043_pH_4,LongPond_profiles_2025.xlsx_2025-06-lp3,20,2025-08-08
1121,LP3,2025-06-16T08:43:00Z,Turbidity FNU,1.473,0.71,FNU,YSI_EXO2,LP3_2025-06-16 08:43_1.473_TUR-FNU_4,LongPond_profiles_2025.xlsx_2025-06-lp3,21,2025-08-08
1122,LP3,2025-06-16T08:43:00Z,Turbidity FNU,1.043,0.66,FNU,YSI_EXO2,LP3_2025-06-16 08:43_1.043_TUR-FNU_4,LongPond_profiles_2025.xlsx_2025-06-lp3,22,2025-08-08
1123,LP3,2025-06-16T08:43:00Z,Blue Green Algae RFU,1.473,0.07,RFU,YSI_EXO2,LP3_2025-06-16 08:43_1.473_BGA-PC-RFU_4,LongPond_profiles_2025.xlsx_2025-06-lp3,23,2025-08-08
1124,LP3,2025-06-16T08:43:00Z,Blue Green Algae RFU,1.043,0.1,RFU,YSI_EXO2,LP3_2025-06-16 08:43_1.043_BGA-PC-RFU_4,LongPond_profiles_2025.xlsx_2025-06-lp3,24,2025-08-08
1125,LP3,2025-06-16T08:43:00Z,Blue Green Algae,1.473,0.1,ug/L,YSI_EXO2,LP3_2025-06-16 08:43_1.473_BGA-PC_4,LongPond_profiles_2025.xlsx_2025-06-lp3,25,2025-08-08
1126,LP3,2025-06-16T08:43:00Z,Blue Green Algae,1.043,0.13,ug/L,YSI_EXO2,LP3_2025-06-16 08:43_1.043_BGA-PC_4,LongPond_profiles_2025.xlsx_2025-06-lp3,26,2025-08-08
1127,LP3,2025-06-16T08:43:00Z,Chlorophyll RFU,1.473,0.72,RFU,YSI_EXO2,LP3_2025-06-16 08:43_1.473_Chl-RFU_4,LongPond_profiles_2025.xlsx_2025-06-lp3,27,2025-08-08
1128,LP3,2025-06-16T08:43:00Z,Chlorophyll RFU,1.043,0.55,RFU,YSI_EXO2,LP3_2025-06-16 08:43_1.043_Chl-RFU_4,LongPond_profiles_2025.xlsx_2025-06-lp3,28,2025-08-08
1129,LP3,2025-06-16T08:43:00Z,Chlorophyll,1.473,2.85,ug/L,YSI_EXO2,LP3_2025-06-16 08:43_1.473_Chl_4,LongPond_profiles_2025.xlsx_2025-06-lp3,29,2025-08-08
1130,LP3,2025-06-16T08:43:00Z,Chlorophyll,1.043,2.14,ug/L,YSI_EXO2,LP3_2025-06-16 08:43_1.043_Chl_4,LongPond_profiles_2025.xlsx_2025-06-lp3,30,2025-08-08
1131,LP3,2025-06-16T08:44:00Z,Water Temperature,2.003,20.107,Deg-C,YSI_EXO2,LP3_2025-06-16 08:44_2.003_TWA-C_4,LongPond_profiles_2025.xlsx_2025-06-lp3,31,2025-08-08
1132,LP3,2025-06-16T08:44:00Z,Oxygen Saturation,2.003,101.4,%,YSI_EXO2,LP3_2025-06-16 08:44_2.003_LDOs_4,LongPond_profiles_2025.xlsx_2025-06-lp3,32,2025-08-08
1133,LP3,2025-06-16T08:44:00Z,Dissolved Oxygen,2.003,9.19,mg/L,YSI_EXO2,LP3_2025-06-16 08:44_2.003_LDOd_4,LongPond_profiles_2025.xlsx_2025-06-lp3,33,2025-08-08
1134,LP3,2025-06-16T08:44:00Z,Specific Conductance,2.003,136.8,uS/cm,YSI_EXO2,LP3_2025-06-16 08:44_2.003_SPCD_4,LongPond_profiles_2025.xlsx_2025-06-lp3,34,2025-08-08
1135,LP3,2025-06-16T08:44:00Z,pH,2.003,6.96,pH,YSI_EXO2,LP3_2025-06-16 08:44_2.003_pH_4,LongPond_profiles_2025.xlsx_2025-06-lp3,35,2025-08-08
1136,LP3,2025-06-16T08:44:00Z,Turbidity FNU,2.003,0.6,FNU,YSI_EXO2,LP3_2025-06-16 08:44_2.003_TUR-FNU_4,LongPond_profiles_2025.xlsx_2025-06-lp3,36,2025-08-08
1137,LP3,2025-06-16T08:44:00Z,Blue Green Algae RFU,2.003,0.16,RFU,YSI_EXO2,LP3_2025-06-16 08:44_2.003_BGA-PC-RFU_4,LongPond_profiles_2025.xlsx_2025-06-lp3,37,2025-08-08
1138,LP3,2025-06-16T08:44:00Z,Blue Green Algae,2.003,0.19,ug/L,YSI_EXO2,LP3_2025-06-16 08:44_2.003_BGA-PC_4,LongPond_profiles_2025.xlsx_2025-06-lp3,38,2025-08-08
1139,LP3,2025-06-16T08:44:00Z,Chlorophyll RFU,2.003,0.66,RFU,YSI_EXO2,LP3_2025-06-16 08:44_2.003_Chl-RFU_4,LongPond_profiles_2025.xlsx_2025-06-lp3,39,2025-08-08
1140,LP3,2025-06-16T08:44:00Z,Chlorophyll,2.003,2.57,ug/L,YSI_EXO2,LP3_2025-06-16 08:44_2.003_Chl_4,LongPond_profiles_2025.xlsx_2025-06-lp3,40,2025-08-08
1141,LP3,2025-06-16T08:45:00Z,Water Temperature,2,20.107,Deg-C,YSI_EXO2,LP3_2025-06-16 08:45_2_TWA-C_4,LongPond_profiles_2025.xlsx_2025-06-lp3,41,2025-08-08
1142,LP3,2025-06-16T08:45:00Z,Oxygen Saturation,2,101.3,%,YSI_EXO2,LP3_2025-06-16 08:45_2_LDOs_4,LongPond_profiles_2025.xlsx_2025-06-lp3,42,2025-08-08
1143,LP3,2025-06-16T08:45:00Z,Dissolved Oxygen,2,9.19,mg/L,YSI_EXO2,LP3_2025-06-16 08:45_2_LDOd_4,LongPond_profiles_2025.xlsx_2025-06-lp3,43,2025-08-08
1144,LP3,2025-06-16T08:45:00Z,Specific Conductance,2,136.8,uS/cm,YSI_EXO2,LP3_2025-06-16 08:45_2_SPCD_4,LongPond_profiles_2025.xlsx_2025-06-lp3,44,2025-08-08
1145,LP3,2025-06-16T08:45:00Z,pH,2,6.98,pH,YSI_EXO2,LP3_2025-06-16 08:45_2_pH_4,LongPond_profiles_2025.xlsx_2025-06-lp3,45,2025-08-08
1146,LP3,2025-06-16T08:45:00Z,Turbidity FNU,2,0.63,FNU,YSI_EXO2,LP3_2025-06-16 08:45_2_TUR-FNU_4,LongPond_profiles_2025.xlsx_2025-06-lp3,46,2025-08-08
1147,LP3,2025-06-16T08:45:00Z,Blue Green Algae RFU,2,0.09,RFU,YSI_EXO2,LP3_2025-06-16 08:45_2_BGA-PC-RFU_4,LongPond_profiles_2025.xlsx_2025-06-lp3,47,2025-08-08
1148,LP3,2025-06-16T08:45:00Z,Blue Green Algae,2,0.12,ug/L,YSI_EXO2,LP3_2025-06-16 08:45_2_BGA-PC_4,LongPond_profiles_2025.xlsx_2025-06-lp3,48,2025-08-08
1149,LP3,2025-06-16T08:45:00Z,Chlorophyll RFU,2,0.73,RFU,YSI_EXO2,LP3_2025-06-16 08:45_2_Chl-RFU_4,LongPond_profiles_2025.xlsx_2025-06-lp3,49,2025-08-08
1150,LP3,2025-06-16T08:45:00Z,Chlorophyll,2,2.88,ug/L,YSI_EXO2,LP3_2025-06-16 08:45_2_Chl_4,LongPond_profiles_2025.xlsx_2025-06-lp3,50,2025-08-08
1151,LP3,2025-06-16T08:46:00Z,Water Temperature,2.518,20.072,Deg-C,YSI_EXO2,LP3_2025-06-16 08:46_2.518_TWA-C_4,LongPond_profiles_2025.xlsx_2025-06-lp3,51,2025-08-08
1152,LP3,2025-06-16T08:46:00Z,Oxygen Saturation,2.518,100.1,%,YSI_EXO2,LP3_2025-06-16 08:46_2.518_LDOs_4,LongPond_profiles_2025.xlsx_2025-06-lp3,52,2025-08-08
1153,LP3,2025-06-16T08:46:00Z,Dissolved Oxygen,2.518,9.09,mg/L,YSI_EXO2,LP3_2025-06-16 08:46_2.518_LDOd_4,LongPond_profiles_2025.xlsx_2025-06-lp3,53,2025-08-08
1154,LP3,2025-06-16T08:46:00Z,Specific Conductance,2.518,136.7,uS/cm,YSI_EXO2,LP3_2025-06-16 08:46_2.518_SPCD_4,LongPond_profiles_2025.xlsx_2025-06-lp3,54,2025-08-08
1155,LP3,2025-06-16T08:46:00Z,pH,2.518,6.95,pH,YSI_EXO2,LP3_2025-06-16 08:46_2.518_pH_4,LongPond_profiles_2025.xlsx_2025-06-lp3,55,2025-08-08
1156,LP3,2025-06-16T08:46:00Z,Turbidity FNU,2.518,0.58,FNU,YSI_EXO2,LP3_2025-06-16 08:46_2.518_TUR-FNU_4,LongPond_profiles_2025.xlsx_2025-06-lp3,56,2025-08-08
1157,LP3,2025-06-16T08:46:00Z,Blue Green Algae RFU,2.518,0.17,RFU,YSI_EXO2,LP3_2025-06-16 08:46_2.518_BGA-PC-RFU_4,LongPond_profiles_2025.xlsx_2025-06-lp3,57,2025-08-08
1158,LP3,2025-06-16T08:46:00Z,Blue Green Algae,2.518,0.19,ug/L,YSI_EXO2,LP3_2025-06-16 08:46_2.518_BGA-PC_4,LongPond_profiles_2025.xlsx_2025-06-lp3,58,2025-08-08
1159,LP3,2025-06-16T08:46:00Z,Chlorophyll RFU,2.518,1.05,RFU,YSI_EXO2,LP3_2025-06-16 08:46_2.518_Chl-RFU_4,LongPond_profiles_2025.xlsx_2025-06-lp3,59,2025-08-08
1160,LP3,2025-06-16T08:46:00Z,Chlorophyll,2.518,4.17,ug/L,YSI_EXO2,LP3_2025-06-16 08:46_2.518_Chl_4,LongPond_profiles_2025.xlsx_2025-06-lp3,60,2025-08-08
1161,LP3,2025-06-16T08:47:00Z,Water Temperature,3.014,20.048,Deg-C,YSI_EXO2,LP3_2025-06-16 08:47_3.014_TWA-C_4,LongPond_profiles_2025.xlsx_2025-06-lp3,61,2025-08-08
1162,LP3,2025-06-16T08:47:00Z,Oxygen Saturation,3.014,99.5,%,YSI_EXO2,LP3_2025-06-16 08:47_3.014_LDOs_4,LongPond_profiles_2025.xlsx_2025-06-lp3,62,2025-08-08
1163,LP3,2025-06-16T08:47:00Z,Dissolved Oxygen,3.014,9.03,mg/L,YSI_EXO2,LP3_2025-06-16 08:47_3.014_LDOd_4,LongPond_profiles_2025.xlsx_2025-06-lp3,63,2025-08-08
1164,LP3,2025-06-16T08:47:00Z,Specific Conductance,3.014,136.6,uS/cm,YSI_EXO2,LP3_2025-06-16 08:47_3.014_SPCD_4,LongPond_profiles_2025.xlsx_2025-06-lp3,64,2025-08-08
1165,LP3,2025-06-16T08:47:00Z,pH,3.014,6.94,pH,YSI_EXO2,LP3_2025-06-16 08:47_3.014_pH_4,LongPond_profiles_2025.xlsx_2025-06-lp3,65,2025-08-08
1166,LP3,2025-06-16T08:47:00Z,Turbidity FNU,3.014,0.66,FNU,YSI_EXO2,LP3_2025-06-16 08:47_3.014_TUR-FNU_4,LongPond_profiles_2025.xlsx_2025-06-lp3,66,2025-08-08
1167,LP3,2025-06-16T08:47:00Z,Blue Green Algae RFU,3.014,0.16,RFU,YSI_EXO2,LP3_2025-06-16 08:47_3.014_BGA-PC-RFU_4,LongPond_profiles_2025.xlsx_2025-06-lp3,67,2025-08-08
1168,LP3,2025-06-16T08:47:00Z,Blue Green Algae,3.014,0.19,ug/L,YSI_EXO2,LP3_2025-06-16 08:47_3.014_BGA-PC_4,LongPond_profiles_2025.xlsx_2025-06-lp3,68,2025-08-08
1169,LP3,2025-06-16T08:47:00Z,Chlorophyll RFU,3.014,0.77,RFU,YSI_EXO2,LP3_2025-06-16 08:47_3.014_Chl-RFU_4,LongPond_profiles_2025.xlsx_2025-06-lp3,69,2025-08-08
1170,LP3,2025-06-16T08:47:00Z,Chlorophyll,3.014,3.02,ug/L,YSI_EXO2,LP3_2025-06-16 08:47_3.014_Chl_4,LongPond_profiles_2025.xlsx_2025-06-lp3,70,2025-08-08
1171,LP3,2025-07-16T08:37:00Z,Water Temperature,1.013,27.001,Deg-C,YSI_EXO2,LP3_2025-07-16 08:37_1.013_TWA-C_4,LongPond_profiles_2025.xlsx_2025-07_LP3,1,2025-08-08
1172,LP3,2025-07-16T08:37:00Z,Water Temperature,0.475,26.998,Deg-C,YSI_EXO2,LP3_2025-07-16 08:37_0.475_TWA-C_4,LongPond_profiles_2025.xlsx_2025-07_LP3,2,2025-08-08
1173,LP3,2025-07-16T08:37:00Z,Oxygen Saturation,1.013,99.6,%,YSI_EXO2,LP3_2025-07-16 08:37_1.013_LDOs_4,LongPond_profiles_2025.xlsx_2025-07_LP3,3,2025-08-08
1174,LP3,2025-07-16T08:37:00Z,Oxygen Saturation,0.475,99.8,%,YSI_EXO2,LP3_2025-07-16 08:37_0.475_LDOs_4,LongPond_profiles_2025.xlsx_2025-07_LP3,4,2025-08-08
1175,LP3,2025-07-16T08:37:00Z,Dissolved Oxygen,1.013,7.93,mg/L,YSI_EXO2,LP3_2025-07-16 08:37_1.013_LDOd_4,LongPond_profiles_2025.xlsx_2025-07_LP3,5,2025-08-08
1176,LP3,2025-07-16T08:37:00Z,Dissolved Oxygen,0.475,7.95,mg/L,YSI_EXO2,LP3_2025-07-16 08:37_0.475_LDOd_4,LongPond_profiles_2025.xlsx_2025-07_LP3,6,2025-08-08
1177,LP3,2025-07-16T08:37:00Z,Specific Conductance,1.013,144.5,uS/cm,YSI_EXO2,LP3_2025-07-16 08:37_1.013_SPCD_4,LongPond_profiles_2025.xlsx_2025-07_LP3,7,2025-08-08
1178,LP3,2025-07-16T08:37:00Z,Specific Conductance,0.475,144.4,uS/cm,YSI_EXO2,LP3_2025-07-16 08:37_0.475_SPCD_4,LongPond_profiles_2025.xlsx_2025-07_LP3,8,2025-08-08
1179,LP3,2025-07-16T08:37:00Z,pH,1.013,7.02,pH,YSI_EXO2,LP3_2025-07-16 08:37_1.013_pH_4,LongPond_profiles_2025.xlsx_2025-07_LP3,9,2025-08-08
1180,LP3,2025-07-16T08:37:00Z,pH,0.475,7.03,pH,YSI_EXO2,LP3_2025-07-16 08:37_0.475_pH_4,LongPond_profiles_2025.xlsx_2025-07_LP3,10,2025-08-08
1181,LP3,2025-07-16T08:37:00Z,Turbidity FNU,1.013,0.23,FNU,YSI_EXO2,LP3_2025-07-16 08:37_1.013_TUR-FNU_4,LongPond_profiles_2025.xlsx_2025-07_LP3,11,2025-08-08
1182,LP3,2025-07-16T08:37:00Z,Turbidity FNU,0.475,0.27,FNU,YSI_EXO2,LP3_2025-07-16 08:37_0.475_TUR-FNU_4,LongPond_profiles_2025.xlsx_2025-07_LP3,12,2025-08-08
1183,LP3,2025-07-16T08:37:00Z,Blue Green Algae RFU,1.013,-0.19,RFU,YSI_EXO2,LP3_2025-07-16 08:37_1.013_BGA-PC-RFU_4,LongPond_profiles_2025.xlsx_2025-07_LP3,13,2025-08-08
1184,LP3,2025-07-16T08:37:00Z,Blue Green Algae RFU,0.475,-0.08,RFU,YSI_EXO2,LP3_2025-07-16 08:37_0.475_BGA-PC-RFU_4,LongPond_profiles_2025.xlsx_2025-07_LP3,14,2025-08-08
1185,LP3,2025-07-16T08:37:00Z,Blue Green Algae,1.013,-0.13,ug/L,YSI_EXO2,LP3_2025-07-16 08:37_1.013_BGA-PC_4,LongPond_profiles_2025.xlsx_2025-07_LP3,15,2025-08-08
1186,LP3,2025-07-16T08:37:00Z,Blue Green Algae,0.475,-0.02,ug/L,YSI_EXO2,LP3_2025-07-16 08:37_0.475_BGA-PC_4,LongPond_profiles_2025.xlsx_2025-07_LP3,16,2025-08-08
1187,LP3,2025-07-16T08:37:00Z,Chlorophyll RFU,1.013,0.22,RFU,YSI_EXO2,LP3_2025-07-16 08:37_1.013_Chl-RFU_4,LongPond_profiles_2025.xlsx_2025-07_LP3,17,2025-08-08
1188,LP3,2025-07-16T08:37:00Z,Chlorophyll RFU,0.475,0.29,RFU,YSI_EXO2,LP3_2025-07-16 08:37_0.475_Chl-RFU_4,LongPond_profiles_2025.xlsx_2025-07_LP3,18,2025-08-08
